Unnamed: 0,barangay,name_original,address,address_clean,major_division,sub_division,category,data_source,open_hours,close_hours,latitude,longitude,district
549,San Jose,childcore therapy center,"c1, urban oasis residences, 431 a. bonifacio avenue, san jose , quezon city, ncr, 1115","c1, urban oasis residences, 431 a. bonifacio avenue, san jose , quezon city, ncr, 1115, Philippines",Long-term care and rehabilitation services,,Physical/occupational therapy school,"QC Future Ready dashboard, Long-term care and rehabilitation services",8:00AM,5:00PM,14.64055436,120.9923814,1.0
550,San Martin de Porres,San Martin de Porres I,Conrado Benitez St. Brgy. San Martin de Porres,"Conrado Benitez Street Barangay San Martin de Porres, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,14.6182804,121.0497587,4.0
551,San Martin de Porres,brilliant juniors academy inc.,"aysn sports centre, lot 8 p. tuazon blvd corner c. benitez street, san martin de porres, quezon city, ncr, 1111","aysn sports centre, lot 8 p. tuazon blvd corner c. benitez street, san martin de porres, quezon city, ncr, 1111, Philippines",Schools,Private,Private school,"QC Future Ready dashboard, Schools",8:00AM,5:00PM,,,4.0
552,San Martin de Porres,San Martin de Porres Annex,Conrado Benitez St. Brgy. San Martin de Porres,"Conrado Benitez Street Barangay San Martin de Porres, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,14.6182804,121.0497587,4.0
553,San Roque,Murphy Lying–In Clinic,"18th Avenue, Brgy. San Roque","18th Avenue, Barangay San Roque, Quezon City, Philippines",Health centers,,LGU-run lying-in clinics,"Data_QC Caring Cities Tracker, QC Administrative Data - Health",,,14.61769813,121.0625586,3.0
554,San Roque,malay counseling and psychosocial service,"18-d, 6th camarilla street, san roque, quezon city, ncr, 1109","18-d, 6th camarilla street, san roque, quezon city, ncr, 1109, Philippines",Long-term care and rehabilitation services,,Psychological clinic,"QC Future Ready dashboard, Long-term care and rehabilitation services",10:00AM,5:00PM,14.61418619,121.0636176,3.0
555,San Roque,Murphy Super,"37 18th Avenue, Brgy. San Roque","37 18th Avenue, Barangay San Roque, Quezon City, Philippines",Health centers,,Health centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Health",,,14.61769813,121.0625586,3.0
556,San Roque,San Roque,"85 19th ave., Brgy. San Roque","85 19th Avenue, Barangay San Roque, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,14.61864699,121.063347,3.0
557,San Roque,Murphy Super Health Centers,"35 18th Avenue, Brgy. San Roque","35 18th Avenue, Barangay San Roque, Quezon City, Philippines",Health centers,,Super health care centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Health",,,14.61769813,121.0625586,3.0
558,San Roque,a.c.e learning-bridge behavioral training and development services,"no. 70, 20th avenue, san roque, quezon city, ncr, 1109","70, 20th avenue, san roque, quezon city, ncr, 1109, Philippines",Childcare,Private,Child learning center,"QC Future Ready dashboard, Childcare",8:00AM,3:00PM,14.61777641,121.0645808,3.0
559,San Vicente,San Vicente,"#14 Maayusin Ext., Brgy. San Vicente","#14 Maayusin Extension, Barangay San Vicente, Quezon City, Philippines",Health centers,,Health centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Health",,,14.65233446,121.0570022,4.0
560,San Vicente,San Vicente,Fatima St. cor. Maayusin Ext. Brgy. San Vicente,"Fatima Street corner Maayusin Extension Barangay San Vicente, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,14.6531219,121.0559879,4.0
561,San Vicente,San Vicente Sentrong Sigla Health Center,"#14 Maayusin Ext., Brgy. San Vicente","#14 Maayusin Extension, Barangay San Vicente, Quezon City, Philippines",Health centers,,Health center pharmacy,"Data_QC Caring Cities Tracker, QC Administrative Data - Health",,,14.65233446,121.0570022,4.0
562,Sangandaan,Sangandaan,"Premium St., Brgy. Sangandaan","Premium Street, Barangay Sangandaan, Quezon City, Philippines",Health centers,,Health centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Health",,,14.67403558,121.0206566,6.0
563,Sangandaan,Redemption 1,Parklane Ext. Gertrudes St. Livelihood Building,"Parklane Extension Gertrudes Street Livelihood Building, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,,,6.0
564,Sangandaan,Insurance,72 Insurance St.,"72 Insurance Street, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,14.67274312,121.0185262,6.0
565,Sangandaan,allied international medical inc.,"lot 3-4 blk 2, vipra street, sangandaan, quezon city, ncr, 1116","lot 3-4 blk 2, vipra street, sangandaan, quezon city, ncr, 1116, Philippines",Long-term care and rehabilitation services,,Physical therapy clinic,"QC Future Ready dashboard, Long-term care and rehabilitation services",9:00AM,6:00PM,14.6787975,121.0182506,6.0
566,Sangandaan,Redemption 2,Parklane Ext. Gertrudes St. Livelihood Building,"Parklane Extension Gertrudes Street Livelihood Building, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,,,6.0
567,Sangandaan,Sitio San Roque,Sitio San Roque Compound,"Sitio San Roque Compound, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,,,6.0
568,Santol,Santol,"Brgy. Santol Brgy. Hall, Silencio cor. Baloy St.","Barangay Santol Barangay Hall, Silencio corner Baloy Street, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,14.6121625,121.0143531,4.0
569,Sauyo,Old Cabuyao,15 Old Cabuyao,"15 Old Cabuyao, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,,,6.0
570,Sauyo,Sauyo,"Greenville Drive, Brgy. Sauyo","Greenville Drive, Barangay Sauyo, Quezon City, Philippines",Health centers,,Health centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Health",,,14.68800115,121.0377623,6.0
571,Sauyo,Sitio Cabuyao II,"Area 6, Sauyo Road","Area 6, Sauyo Road, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,,,6.0
572,Sauyo,"marian school of quezon city,inc.","199, sauyo road novaliches, sauyo, quezon city, ncr, 1116","199, sauyo road novaliches, sauyo, quezon city, ncr, 1116, Philippines",Schools,Private,Private school,"QC Future Ready dashboard, Schools",7:00AM,4:00PM,,,6.0
573,Sauyo,mary & child academy of sauyo inc.,"10, old cabuyao st., sauyo, quezon city, ncr, 1116","10, old cabuyao Street, sauyo, quezon city, ncr, 1116, Philippines",Schools,Private,Private school,"QC Future Ready dashboard, Schools",8:00AM,5:00PM,14.6938274,121.0426933,6.0
574,Sauyo,MASARNA,"201 Mabuhay Compd., Sauyo Rd.","201 Mabuhay Compd., Sauyo Road, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,,,6.0
575,Sauyo,Sitio Cabuyao I,"Area 5a, Sauyo Road","Area 5a, Sauyo Road, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,,,6.0
576,Sauyo,Baluyot,5 Baluyot I,"5 Baluyot I, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,14.7002214,121.0500803,6.0
577,Sauyo,135-99 (Alma Nova),135-99 Sauyo Rd.,"135-99 Sauyo Road, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,,,6.0
578,Sauyo,Lower Gulod,"135 Lower Gulod, Brgy. Sauyo","135 Lower Gulod, Barangay Sauyo, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,,,6.0
579,Sikatuna Village,travel aide and physical therapy services,"60, mahiyain st., sikatuna village, quezon city, ncr, 1101","60, mahiyain Street, sikatuna village, quezon city, ncr, 1101, Philippines",Long-term care and rehabilitation services,,Physical therapy clinic,"QC Future Ready dashboard, Long-term care and rehabilitation services",9:00AM,6:00PM,14.64077178,121.0601117,4.0
580,Silangan,Silangan,"193 Ermin Garcia St., Cubao, Brgy. Silangan","193 Ermin Garcia Street, Cubao, Barangay Silangan, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,14.6289644,121.0562046,3.0
581,Socorro,thriving minds learning center,"g-06-a, regalia park towers, 150 p. tuazon ave., cubao, socorro, quezon city, ncr, 1109","g-06-a, regalia park towers, 150 p. tuazon Avenue, cubao, socorro, quezon city, ncr, 1109, Philippines",Long-term care and rehabilitation services,,Physical/occupational therapy school,"QC Future Ready dashboard, Long-term care and rehabilitation services",8:00AM,5:00PM,14.615977,121.053503,3.0
582,Socorro,Socorro,"139 15th Avenue, Brgy. Socorro","139 15th Avenue, Barangay Socorro, Quezon City, Philippines",Health centers,,Health centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Health",,,14.62166498,121.058609,3.0
583,Socorro,Socorro,"#1 15th ave. cor. Boni Serrano Rd., Brgy. Socorro","#1 15th Avenue corner Boni Serrano Road, Barangay Socorro, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,14.61270892,121.062744,3.0
584,Socorro,buela physical therapy clinic corporation,"5r 6r 7r 8r g/f, manhattan parkway, aurora boulevard, socorro, quezon city, ncr, 1109","5r 6r 7r 8r g/f, manhattan parkway, aurora boulevard, socorro, quezon city, ncr, 1109, Philippines",Long-term care and rehabilitation services,,Physical therapy clinic,"QC Future Ready dashboard, Long-term care and rehabilitation services",8:00AM,5:00PM,,,3.0
585,South Triangle,sanshaiwellnessspa massage service,"unit 107, unit bayo condotel, no.6 scout bayoran st. corner scout tuazon st., south triangle, quezon city, ncr, 1103","unit 107, unit bayo condotel, 6 scout bayoran Street corner scout tuazon Street, south triangle, quezon city, ncr, 1103, Philippines",Long-term care and rehabilitation services,,Therapeutic clinic,"QC Future Ready dashboard, Long-term care and rehabilitation services",9:00AM,9:00PM,14.63829828,121.0339461,4.0
586,South Triangle,paref pre-school inc,"142 g/f, m place mall, 116 panay avenue, south triangle, quezon city, ncr, 1103","142 g/f, m place mall, 116 panay avenue, south triangle, quezon city, ncr, 1103, Philippines",Schools,Private,Private school,"QC Future Ready dashboard, Schools",12:00AM,12:00AM,14.63966411,121.0325856,4.0
587,South Triangle,higher mind clinical institute incorporated,"unit 309a, south insula, timog ave, south triangle, quezon city, ncr, 1103","unit 309a, south insula, timog ave, south triangle, quezon city, ncr, 1103, Philippines",Long-term care and rehabilitation services,,Psychological clinic,"QC Future Ready dashboard, Long-term care and rehabilitation services",8:00AM,5:00PM,14.6348066,121.0362022,4.0
588,South Triangle,octarine physical therapy clinic,"37, scout borromeo , south triangle, quezon city, ncr, 1103","37, scout borromeo , south triangle, quezon city, ncr, 1103, Philippines",Long-term care and rehabilitation services,,Physical therapy clinic,"QC Future Ready dashboard, Long-term care and rehabilitation services",8:00AM,5:00PM,14.63720217,121.0341182,4.0
589,South Triangle,traumatology institute and psychological services,"unit a-c and f-g 11th floor, triumph square building, 1618 quezon avenue, south triangle, quezon city, ncr, 1103","unit a-c and f-g 11th floor, triumph square building, 1618 quezon avenue, south triangle, quezon city, ncr, 1103, Philippines",Long-term care and rehabilitation services,,Psychological clinic,"QC Future Ready dashboard, Long-term care and rehabilitation services",8:30AM,5:00PM,14.64061472,121.0319211,4.0
590,South Triangle,neuro psychological testing center,"03f-vir.24 , symphony tower 2, sgt. esguerra avenue, south triangle, quezon city, ncr, 1103","03f-vir.24 , symphony tower 2, sgt. esguerra avenue, south triangle, quezon city, ncr, 1103, Philippines",Long-term care and rehabilitation services,,Psychological clinic,"QC Future Ready dashboard, Long-term care and rehabilitation services",8:00PM,8:00PM,14.6342487,121.0388704,4.0
591,South Triangle,physio rehability services corporation,"unit s-08 , il terrazzo, tomas morato cor. scout madriñan, south triangle, quezon city, ncr, 1103","unit s-08 , il terrazzo, tomas morato corner scout madriñan, south triangle, quezon city, ncr, 1103, Philippines",Long-term care and rehabilitation services,,Physical therapy clinic,"QC Future Ready dashboard, Long-term care and rehabilitation services",9:00AM,6:00PM,14.63587608,121.0355996,4.0
592,South Triangle,cgnh nursing care facility services,"17 d, scout bayoran, south triangle, quezon city, ncr, 1103","17 d, scout bayoran, south triangle, quezon city, ncr, 1103, Philippines",Older persons care,,Nursing care center,"QC Future Ready dashboard, Older persons care",8:00AM,5:00PM,14.63783371,121.0360922,4.0
593,South Triangle,walcher health and wellness corporation,"2nd flr. , unit 2h pos bldg., 305 tomas morato ave. , south triangle, quezon city, ncr, 1109","2nd Floor , unit 2h pos Building, 305 tomas morato Avenue , south triangle, quezon city, ncr, 1109, Philippines",Long-term care and rehabilitation services,,Therapeutic clinic,"QC Future Ready dashboard, Long-term care and rehabilitation services",8:00AM,5:00PM,14.63573799,121.03526,4.0
594,South Triangle,physioworks physical therapy clinic,"il terrazzo, s- 08 sct. madrinan , south triangle, quezon city, ncr, 1103","il terrazzo, s- 08 sct. madrinan , south triangle, quezon city, ncr, 1103, Philippines",Long-term care and rehabilitation services,,Physical therapy clinic,"QC Future Ready dashboard, Long-term care and rehabilitation services",8:00AM,9:00PM,14.63661981,121.0316314,4.0
595,South Triangle,South Triangle,Brgy. South Triangle Barangay Hall Sct. Bayoran St.,"Barangay South Triangle Barangay Hall Sct. Bayoran Street, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,14.637723,121.037372,4.0
596,South Triangle,realign physiotherapy services,"7f, victoria sports tower station ii, edsa, south triangle, quezon city, ncr, 1103","7f, victoria sports tower station ii, edsa, south triangle, quezon city, ncr, 1103, Philippines",Long-term care and rehabilitation services,,Physical therapy clinic,"QC Future Ready dashboard, Long-term care and rehabilitation services",9:00AM,9:00PM,14.63475,121.04308,4.0
597,South Triangle,little stars therapy center,"commercial unit 1 and 2, future point plaza , panay ave, south triangle, quezon city, ncr, 1103","commercial unit 1 and 2, future point plaza , panay ave, south triangle, quezon city, ncr, 1103, Philippines",Long-term care and rehabilitation services,,Physical/occupational therapy school,"QC Future Ready dashboard, Long-term care and rehabilitation services",9:00AM,5:00PM,14.63916,121.03209,4.0
598,South Triangle,neuro psychological testing center,"03f-vir.24 , symphony tower 2, sgt. esguerra avenue, south triangle, quezon city, ncr, 1103","03f-vir.24 , symphony tower 2, sgt. esguerra avenue, south triangle, quezon city, ncr, 1103, Philippines",Long-term care and rehabilitation services,,Psychological clinic,"QC Future Ready dashboard, Long-term care and rehabilitation services",8:00PM,8:00PM,14.6342487,121.0388704,4.0
599,Sta. Cruz,Sta. Cruz,"2nd Flr. Multi-purpose Hall
23D Gen. Lim St.","2nd Floor Multi-purpose Hall
23D Gen. Lim Street, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,14.63516908,121.0215145,1.0
600,Sta. Lucia,Sta. Lucia Super Health Center,"Sta. Lucia Ave., Brgy. Sta. Lucia","Sta. Lucia Avenue, Barangay Sta. Lucia, Quezon City, Philippines",Health centers,,Health center pharmacy,"Data_QC Caring Cities Tracker, QC Administrative Data - Health",,,14.70728212,121.0534239,5.0
601,Sta. Lucia,Bonifacio,"2/F BPSO Building, Brgy. Hall Compound, A. Bonifacio St. Brgy. Sta. Lucia Ave.","2/F BPSO Building, Barangay Hall Compound, A. Bonifacio Street Barangay Sta. Lucia Avenue, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,,,5.0
602,Sta. Lucia,Sitio 6,"Lot 18 Blk 52, Abad Santos St, Sitio 6, Brgy. Sta Lucia","Lot 18 Blk 52, Abad Santos St, Sitio 6, Barangay Sta Lucia, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,14.70952329,121.0504179,5.0
603,Sta. Lucia,Balagtas,25 Balagtas St. cor. M. Aquino St. Brgy. Sta. Lucia,"25 Balagtas Street corner M. Aquino Street Barangay Sta. Lucia, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,14.70634588,121.0499308,5.0
604,Sta. Lucia,st. alexis community school of q.c. inc,"27, diego silang st., sta. lucia, quezon city, ncr, 1117","27, diego silang Street, sta. lucia, quezon city, ncr, 1117, Philippines",Schools,Private,Private school,"QC Future Ready dashboard, Schools",8:00AM,5:00PM,14.7034711,121.049255,5.0
605,Sta. Lucia,Tarhaville,"Blk 13 Lapu-lapu, Tarhaville Village, Brgy. Sta Lucia","Blk 13 Lapu-lapu, Tarhaville Village, Barangay Sta Lucia, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,14.70819835,121.0475115,5.0
606,Sta. Lucia,Sta. Lucia Super Health Centers,"Sta. Lucia Avenue, Brgy. Sta. Lucia","Sta. Lucia Avenue, Barangay Sta. Lucia, Quezon City, Philippines",Health centers,,Super health care centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Health",,,14.70728212,121.0534239,5.0
607,Sta. Lucia,Sta. Lucia Super,"Sta. Lucia Ave., Brgy. Sta. Lucia","Sta. Lucia Avenue, Barangay Sta. Lucia, Quezon City, Philippines",Health centers,,Health centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Health",,,14.70728212,121.0534239,5.0
608,Sta. Lucia,Sta. Lucia Lying-In Clinic,"Sta. Lucia Ave., Brgy. Sta Lucia","Sta. Lucia Avenue, Barangay Sta Lucia, Quezon City, Philippines",Health centers,,LGU-run lying-in clinics,"Data_QC Caring Cities Tracker, QC Administrative Data - Health",,,14.70728212,121.0534239,5.0
609,Sta. Lucia,Plainville,"St. Joseph St., Plainville Subdivision","Street Joseph Street, Plainville Subdivision, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,,,5.0
610,Sta. Monica,Palmera,"Multi-purpose Hall Mangga St. Phase I-A Palmera Homes, Brgy. Sta Monica","Multi-purpose Hall Mangga Street Phase I-A Palmera Homes, Barangay Sta Monica, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,14.7136546,121.0498761,5.0
611,Sta. Monica,Aguardiente,"1st floor Barangay Sta Monica Daycare Center Building, Pugong Ginto St., Aguardiente, Brgy. Sta Monica","1st floor Barangay Sta Monica Daycare Center Building, Pugong Ginto Street, Aguardiente, Barangay Sta Monica, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,14.71533924,121.0462435,5.0
612,Sta. Monica,tlc sped & therapy center,"1015 , unit d, salvador avenue, jordan plaines subdivision, sta. monica, quezon city, ncr, 1117","1015 , unit d, salvador avenue, jordan plaines subdivision, sta. monica, quezon city, ncr, 1117, Philippines",Childcare,Private,Child learning center,"QC Future Ready dashboard, Childcare",8:00AM,5:00PM,14.7250452,121.0481402,5.0
613,Sta. Monica,Sta. Monica,"Barangay Hall Compd., Moises St., Jordan Plains Subd., Brgy. Sta Monica","Barangay Hall Compd., Moises Street, Jordan Plains Subdivision, Barangay Sta Monica, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,14.7140514,121.0492105,5.0
614,Sta. Teresita,young abality therapy center,"ground floor mezzanine area ( bare type), mega one bldg, espana blvd. corner mayon st., sta. teresita, quezon city, ncr, 1114","ground floor mezzanine area ( bare type), mega one bldg, espana Boulevard corner mayon Street, sta. teresita, quezon city, ncr, 1114, Philippines",Long-term care and rehabilitation services,,Physical/occupational therapy school,"QC Future Ready dashboard, Long-term care and rehabilitation services",8:00AM,5:00PM,14.61800201,121.0016562,1.0
615,Sta. Teresita,bofill psychological services inc.,"sf01 one mayon place, mayon st., sta. teresita, quezon city, ncr, 1114","sf01 one mayon place, mayon Street, sta. teresita, quezon city, ncr, 1114, Philippines",Long-term care and rehabilitation services,,Psychological clinic,"QC Future Ready dashboard, Long-term care and rehabilitation services",8:00AM,5:00PM,,,1.0
616,Sta. Teresita,Sta. Teresita,Mayon cor. Dapitan St. Barangay Hall Compd.,"Mayon corner Dapitan Street Barangay Hall Compd., Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,14.62197138,120.9996989,1.0
617,Sta. Teresita,fitness physical therapy corporation,"unit g 2/f 135, albealand corporation, mayon, sta. mesa heights, sta. teresita, quezon city, ncr, 1114","unit g 2/f 135, albealand corporation, mayon, sta. mesa heights, sta. teresita, quezon city, ncr, 1114, Philippines",Long-term care and rehabilitation services,,Physical therapy clinic,"QC Future Ready dashboard, Long-term care and rehabilitation services",8:00AM,5:00PM,14.6205,120.999,1.0
618,Sta. Teresita,playproject learning center,"ktc phase 2 retail 5 , kanlaon town center, 8 kanlaon street, sta. teresita, quezon city, ncr, 1114","ktc phase 2 retail 5 , kanlaon town center, 8 kanlaon street, sta. teresita, quezon city, ncr, 1114, Philippines",Childcare,Private,Child learning center,"QC Future Ready dashboard, Childcare",8:00AM,5:00PM,14.6205,120.999,1.0
619,Sta. Teresita,bridges - child dev't programme therapy center,"unit i j m 2nd & 3rd flr., 135, mayon st, sta. teresita, quezon city, ncr, 1114","unit i j m 2nd & 3rd Floor, 135, mayon st, sta. teresita, quezon city, ncr, 1114, Philippines",Long-term care and rehabilitation services,,Therapeutic clinic,"QC Future Ready dashboard, Long-term care and rehabilitation services",8:00AM,6:00PM,,,1.0
620,Sta. Teresita,Mercedes de Joya,"Dapitan cor. Mayon St., Brgy. Sta. Teresita","Dapitan corner Mayon Street, Barangay Sta. Teresita, Quezon City, Philippines",Health centers,,Health centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Health",,,14.62197138,120.9996989,1.0
621,Sto. Cristo,posturecare chiropractic solutions corporation,"cc304 3/f, sm city north edsa, north avenue corner edsa avenue, sto. cristo, quezon city, ncr, 1105","cc304 3/f, sm city north edsa, north avenue corner edsa avenue, sto. cristo, quezon city, ncr, 1105, Philippines",Long-term care and rehabilitation services,,Physical therapy clinic,"QC Future Ready dashboard, Long-term care and rehabilitation services",10:00AM,9:00PM,14.6558256,121.0294998,1.0
622,Sto. Cristo,Bahay Bulilit,4 Misamis Ext. RSCC Compound,"4 Misamis Extension RSCC Compound, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,14.6581124,121.029042,1.0
623,Sto. Cristo,visionaries massage & accutherapy center inc.,"511, northlink, sm city north edsa, sto. cristo, quezon city, ncr, 1105","511, northlink, sm city north edsa, sto. cristo, quezon city, ncr, 1105, Philippines",Long-term care and rehabilitation services,,Therapeutic clinic,"QC Future Ready dashboard, Long-term care and rehabilitation services",10:00AM,10:00PM,14.656541,121.0302921,1.0
624,Sto. Cristo,Sto. Cristo,5 Romblon St.,"5 Romblon Street, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,14.66261402,121.02903,1.0
625,Sto. Domingo (Matalahib),asn physical therapy and wellness center  (opc),"4, sto domingo bldg. , santo domingo ave., sto. domingo, quezon city, ncr, 1114","4, sto domingo Building , santo domingo Avenue, sto. domingo, quezon city, ncr, 1114, Philippines",Long-term care and rehabilitation services,,Physical therapy clinic,"QC Future Ready dashboard, Long-term care and rehabilitation services",8:00AM,8:00PM,14.63030653,121.0081155,1.0
626,Sto. Domingo (Matalahib),Sto. Domingo,14 Maria Clara St.,"14 Maria Clara Street, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,,,1.0
627,Sto. Domingo (Matalahib),physiofirst health care clinic,"unit 204 2nd flr, jovita bldg, 426 banawe , cor tirad pass st., sta. mesa heights, sto. domingo, quezon city, ncr, 1114","unit 204 2nd flr, jovita bldg, 426 banawe , corner tirad pass Street, sta. mesa heights, sto. domingo, quezon city, ncr, 1114, Philippines",Long-term care and rehabilitation services,,Physical therapy clinic,"QC Future Ready dashboard, Long-term care and rehabilitation services",9:00PM,5:00PM,,,1.0
628,Sto. Domingo (Matalahib),l.a.r.o. therapy center,"unit 4 , sto. domingo bldg. , #4 sto. domingo st. , sto. domingo, quezon city, ncr, 1114","unit 4 , sto. domingo Building , #4 sto. domingo Street , sto. domingo, quezon city, ncr, 1114, Philippines",Long-term care and rehabilitation services,,Physical/occupational therapy school,"QC Future Ready dashboard, Long-term care and rehabilitation services",8:00AM,5:00PM,14.62692002,121.01099,1.0
629,Sto. Domingo (Matalahib),asn physical therapy and wellness center  (opc),"4, sto domingo bldg. , santo domingo ave., sto. domingo, quezon city, ncr, 1114","4, sto domingo Building , santo domingo Avenue, sto. domingo, quezon city, ncr, 1114, Philippines",Long-term care and rehabilitation services,,Physical therapy clinic,"QC Future Ready dashboard, Long-term care and rehabilitation services",8:00AM,8:00PM,14.63030653,121.0081155,1.0
630,Sto. Niño,Sto. Niño,Inocando St. Corner Santol St. Brgy. Sto. Niño,"Inocando Street Corner Santol Street Barangay Sto. Niño, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,14.6129509,121.012594,4.0
631,Tagumpay,Tagumpay,"2B P. Tuazon Blvd., Brgy. Tagumpay","2B P. Tuazon Boulevard, Barangay Tagumpay, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,14.6215976,121.0640723,3.0
632,Tagumpay,gprime physiotherapy services,"2f, metrolane complex, , p. tuazon cor. 20th ave., tagumpay, quezon city, ncr, 1109","2f, metrolane complex, p. tuazon corner 20th Avenue, tagumpay, quezon city, ncr, 1109, Philippines",Long-term care and rehabilitation services,,Physical therapy clinic,"QC Future Ready dashboard, Long-term care and rehabilitation services",9:00AM,5:00PM,,,3.0
633,Talayan,"pace academy talayan, inc.","126, talayan st., talayan, quezon city, ncr, 1104","126, talayan Street, talayan, quezon city, ncr, 1104, Philippines",Schools,Private,Private school,"QC Future Ready dashboard, Schools",7:00AM,4:00PM,14.63531707,121.011433,1.0
634,Talayan,Talayan Calamba,199 Calamba ext. Talayan Village,"199 Calamba Extension Talayan Village, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,14.63400735,121.0112701,1.0
635,Talipapa,Campo 2,"Campo 2, Tandang Sora","Campo 2, Tandang Sora, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,,,6.0
636,Talipapa,Tandang Sora,"506 Quirino Highway, Talipapa People Civic Center, Brgy. Talipapa","506 Quirino Highway, Talipapa People Civic Center, Barangay Talipapa, Quezon City, Philippines",Health centers,,Health centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Health",,,14.68626553,121.0241216,6.0
637,Talipapa,Talipapa,Siklot St. Pleasantville Subd.,"Siklot Street Pleasantville Subdivision, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,14.68735409,121.0271243,6.0
