,barangay,district,name_original,address,address_clean,major_division,sub_division,category,data_source,open_hours,close_hours,latitude,longitude
77,Bahay Toro,1,achieving independence and meaningful skill therapy center,"unit f, 3rd flr. , 38 general avenue, bahay toro, quezon city, ncr, 1106","unit f, 3rd Floor , 38 general avenue, bahay toro, quezon city, ncr, 1106, Philippines",Long-term care and rehabilitation services,#N/A,Physical therapy clinic,"QC Future Ready dashboard, Long-term care and rehabilitation services",9:00AM,6:00PM,14.67191209,121.0251722
78,Bahay Toro,1,Quezon City General Hospital,"Seminary Road, Barangay Bahay Toro, Project 8, QCGH","Seminary Road, Barangay Bahay Toro, Project 8, QCGH, Quezon City, Philippines",Health centers,#N/A,LGU-run hospitals,"Data_QC Caring Cities Tracker, QC Administrative Data - Health",#N/A,#N/A,14.6612375,121.0181698
79,Bahay Toro,1,Sitio Maligaya I,14 Bayanihan Drive,"14 Bayanihan Drive, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",#N/A,#N/A,14.6683198,121.0237079
80,Bahay Toro,1,Toro Hills,"Road 11, Brgy. Bahay Toro","Road 11, Barangay Bahay Toro, Quezon City, Philippines",Health centers,#N/A,Health centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Health",#N/A,#N/A,14.66406412,121.0210466
81,Bahay Toro,1,synergy advanced rehabilitation and wound care corp.,"144, congressional ave. project 8, bahay toro, quezon city, ncr, 1106","144, congressional Avenue project 8, bahay toro, quezon city, ncr, 1106, Philippines",Long-term care and rehabilitation services,#N/A,Physical therapy clinic,"QC Future Ready dashboard, Long-term care and rehabilitation services",9:00AM,6:00PM,14.66325289,121.0210085
82,Balingasa,1,skills at play therapy center inc.,"27, j. aquino cruz, balingasa, quezon city, ncr, 1115","27, j. aquino cruz, balingasa, quezon city, ncr, 1115, Philippines",Long-term care and rehabilitation services,#N/A,Physical therapy clinic,"QC Future Ready dashboard, Long-term care and rehabilitation services",8:00AM,5:00PM,14.65024375,121.0043049
83,Balingasa,1,Balingasa,"26 J. Aquino Cruz St., Brgy. Balingasa","26 J. Aquino Cruz Street, Barangay Balingasa, Quezon City, Philippines",Health centers,#N/A,Health centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Health",#N/A,#N/A,14.65024375,121.0043049
84,Balingasa,1,Tibagan,11 Road Harmony St.,"11 Road Harmony Street, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",#N/A,#N/A,14.65206841,121.0024084
85,Balong-bato,6,Balon Bato,11 E Maximina Drive beside Brgy. Hall,"11 E Maximina Drive beside Barangay Hall, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",#N/A,#N/A,#N/A,#N/A
86,Batasan Hills,2,Batasan Hills Lying–In Clinic,"2 IBP Road, Brgy. Batasan Hills","2 IBP Road, Barangay Batasan Hills, Quezon City, Philippines",Health centers,#N/A,LGU-run lying-in clinics,"Data_QC Caring Cities Tracker, QC Administrative Data - Health",#N/A,#N/A,#N/A,#N/A
87,Batasan Hills,2,Talanay,"31 Alton St., Sitio Talanay, Brgy. Batasan Hills","31 Alton Street, Sitio Talanay, Barangay Batasan Hills, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",#N/A,#N/A,14.68822199,121.108423
88,Batasan Hills,2,Kalayaan B1,"Lot No. 41-C-3, Kalayaan B St., Brgy. Batasan Hills","Lot 41-C-3, Kalayaan B Street, Barangay Batasan Hills, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",#N/A,#N/A,14.68877871,121.0929834
89,Batasan Hills,2,skyderm aesthetic and wellness services,"unit 214, royale place mall, don antonio drive, batasan hills, quezon city, ncr, 1119","unit 214, royale place mall, don antonio drive, batasan hills, quezon city, ncr, 1119, Philippines",Long-term care and rehabilitation services,#N/A,Therapeutic clinic,"QC Future Ready dashboard, Long-term care and rehabilitation services",11:00AM,7:00PM,#N/A,#N/A
90,Batasan Hills,2,rapha corporation,"lot 11 blk. 10, sunnyside hgts., batasan hills, quezon city, ncr, 1126","lot 11 blk. 10, sunnyside hgts., batasan hills, quezon city, ncr, 1126, Philippines",Older persons care,#N/A,Nursing care center,"QC Future Ready dashboard, Older persons care",8:00AM,5:00PM,14.68936121,121.1036536
91,Batasan Hills,2,Kalayaan B2,"Lot No. 41-C-3, Kalayaan B St., Brgy. Batasan Hills","Lot 41-C-3, Kalayaan B Street, Barangay Batasan Hills, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",#N/A,#N/A,14.68877871,121.0929834
92,Batasan Hills,2,Pook Pag-asa,"B1 L21 Pook Pagasa St., Brgy. Batasan Hills","B1 L21 Pook Pagasa Street, Barangay Batasan Hills, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",#N/A,#N/A,14.69295507,121.0981922
93,Batasan Hills,2,Batasan Hills Super Health Centers,"2 IBP Road, Brgy. Batasan Hills","2 IBP Road, Barangay Batasan Hills, Quezon City, Philippines",Health centers,#N/A,Super health care centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Health",#N/A,#N/A,#N/A,#N/A
94,Batasan Hills,2,Freedom Park 5,"Jordan St., Freedom Park 5, Brgy. Batasan Hills","Jordan Street, Freedom Park 5, Barangay Batasan Hills, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",#N/A,#N/A,#N/A,#N/A
95,Batasan Hills,2,Batasan Hills Annex,"Bill cor. Saret St., Brgy. Batasan Hills","Bill corner Saret Street, Barangay Batasan Hills, Quezon City, Philippines",Health centers,#N/A,Health centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Health",#N/A,#N/A,14.6861789,121.0993394
96,Batasan Hills,2,Jasmin,"Lot 35-A, Jasmin St., Brgy. Batasan Hills","Lot 35-A, Jasmin Street, Barangay Batasan Hills, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",#N/A,#N/A,#N/A,#N/A
97,Batasan Hills,2,gaya aesthetic and wellness center,"unit 204-a, blk 7, lots 2  and 3, batasan-san mateo road , batasan hills, quezon city, ncr, 1126","unit 204-a, blk 7, lots 2 and 3, batasan-san mateo road , batasan hills, quezon city, ncr, 1126, Philippines",Long-term care and rehabilitation services,#N/A,Physical therapy clinic,"QC Future Ready dashboard, Long-term care and rehabilitation services",11:00AM,8:00PM,14.68179684,121.1073353
98,Batasan Hills,2,Luzviminda,"Luzviminda Subd., Brgy. Batasan Hills","Luzviminda Subdivision, Barangay Batasan Hills, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",#N/A,#N/A,14.6865607,121.0949927
99,Batasan Hills,2,rapha corporation,"lot 11 blk. 10, sunnyside hgts., batasan hills, quezon city, ncr, 1126","lot 11 blk. 10, sunnyside hgts., batasan hills, quezon city, ncr, 1126, Philippines",Older persons care,#N/A,Nursing care center,"QC Future Ready dashboard, Older persons care",8:00AM,5:00PM,14.68936121,121.1036536
100,Batasan Hills,2,skdc neuro psychological testing and assessment center,"unit no.2 a-102, colton place apartment, 155, session road, talanay area b, batasan hills, quezon city, ncr, 1126","unit 2 a-102, colton place apartment, 155, session road, talanay area b, batasan hills, quezon city, ncr, 1126, Philippines",Long-term care and rehabilitation services,#N/A,Psychological clinic,"QC Future Ready dashboard, Long-term care and rehabilitation services",8:00AM,5:00PM,14.68051701,121.101791
101,Batasan Hills,2,Rosario Maclang Bautista General Hospital,IBP Road Batasan Hills,"IBP Road Barangay Batasan Hills, Quezon City, Philippines",Health centers,#N/A,LGU-run hospitals,"Data_QC Caring Cities Tracker, QC Administrative Data - Health",#N/A,#N/A,14.6860552,121.0890724
102,Batasan Hills,2,"bebu child care solutions, inc.","3, mt. morrison street, filinvest 1, batasan hills, quezon city, ncr, 1126","3, mt. morrison street, filinvest 1, batasan hills, quezon city, ncr, 1126, Philippines",Childcare,Private,Child learning center,"QC Future Ready dashboard, Childcare",7:30AM,5:30PM,14.68094408,121.0921462
103,Batasan Hills,2,Freedom Park 3 & 4,"Fortune St., Brgy. Batasan Hills","Fortune Street, Barangay Batasan Hills, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",#N/A,#N/A,14.6847203,121.0977359
104,Batasan Hills,2,san antonio de padua catholic school of batasan inc.,"lots 1-c & 1-d, blk 11, san mateo road, batasan hills, quezon city, ncr, 1126","lots 1-c & 1-d, blk 11, san mateo road, batasan hills, quezon city, ncr, 1126, Philippines",Schools,Private,Private school,"QC Future Ready dashboard, Schools",8:00AM,5:00PM,14.68697455,121.1008609
105,Batasan Hills,2,Batasan Hills Super,"2 IBP Road, Brgy. Batasan Hills","2 IBP Road, Barangay Batasan Hills, Quezon City, Philippines",Health centers,#N/A,Health centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Health",#N/A,#N/A,#N/A,#N/A
106,Batasan Hills,2,Quezon City Kabahagi Center For Children With Disabilitites,"Serbisyong Bayan Park, Barangay Batasan Hills, Quezon City","Serbisyong Bayan Park, Barangay Batasan Hills, Quezon City, Philippines",Long-term care and rehabilitation services,#N/A,Quezon City Kabahagi Center For Children With Disabilitites,"Data_QC Caring Cities Tracker, QC LGU Services&Locations",#N/A,#N/A,14.6902313,121.0950281
107,Batasan Hills,2,blh play center,"41, mt. mickinley st., filinvest 1 subd., batasan hills, quezon city, ncr, 1126","41, mt. mickinley Street, filinvest 1 Subdivision, batasan hills, quezon city, ncr, 1126, Philippines",Childcare,Private,Child learning center,"QC Future Ready dashboard, Childcare",9:00AM,11:00AM,14.682023,121.09818
108,Batasan Hills,2,steven&hudson arts and play center,"unit 212, royale place, don antonio drive, batasan hills, quezon city, ncr, 1126","unit 212, royale place, don antonio drive, batasan hills, quezon city, ncr, 1126, Philippines",Long-term care and rehabilitation services,#N/A,Physical/occupational therapy school,"QC Future Ready dashboard, Long-term care and rehabilitation services",9:00AM,5:00PM,14.682023,121.09818
109,Batasan Hills,2,Kalayaan B3,"Lot No. 41-C-3, Kalayaan B St., Brgy. Batasan Hills","Lot 41-C-3, Kalayaan B Street, Barangay Batasan Hills, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",#N/A,#N/A,14.68877871,121.0929834
110,Batasan Hills,2,Area 3 Sitio Talanay,"Lot 16 Block 26 Ground Floor, Precious Complex, Area 3 Sitio Talanay, Brgy. Batasan Hills","Lot 16 Block 26 Ground Floor, Precious Complex, Area 3 Sitio Talanay, Barangay Batasan Hills, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",#N/A,#N/A,14.6847203,121.0977359
111,Batasan Hills,2,De Gloria,"De Gloria Taniman Ext. Talanay Area, Brgy. Batasan Hills","De Gloria Taniman Extension Talanay Area, Barangay Batasan Hills, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",#N/A,#N/A,14.6847203,121.0977359
112,Batasan Hills,2,kumdan jungang christian school inc.,"181, sitio 3, batasan hills, quezon city, ncr, 1126","181, sitio 3, batasan hills, quezon city, ncr, 1126, Philippines",Schools,Private,Private school,"QC Future Ready dashboard, Schools",8:00AM,5:00PM,14.682023,121.09818
113,Bayanihan,3,Bayanihan,"321 Pedro Martinez St. Project 4, Brgy. Bayanihan","321 Pedro Martinez Street Project 4, Barangay Bayanihan, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",#N/A,#N/A,14.6148139,121.0693191
114,Botocan,4,Botocan,"Brgy. Botocan Brgy. Hall, Makadios St.","Barangay Botocan Barangay Hall, Makadios Street, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",#N/A,#N/A,14.636646,121.0623611
115,Bungad,1,dmr psychological services inc.,"unit 3a 3rd floor, the west wing building, 107 west avenue, n/a, bungad, quezon city, ncr, 1105","unit 3a 3rd floor, the west wing building, 107 west avenue, n/a, bungad, quezon city, ncr, 1105, Philippines",Long-term care and rehabilitation services,#N/A,Psychological clinic,"QC Future Ready dashboard, Long-term care and rehabilitation services",8:00AM,5:00PM,14.65065522,121.0287362
116,Bungad,1,kolisko waldorf school inc.,"#65, baler st., bungad, quezon city, ncr, 1105","#65, baler Street, bungad, quezon city, ncr, 1105, Philippines",Schools,Private,Private school,"QC Future Ready dashboard, Schools",8:00AM,5:00PM,14.6475426,121.0250859
117,Bungad,1,Bungad I,Sanches St. cor. Supnet St.,"Sanches Street corner Supnet Street, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",#N/A,#N/A,14.65080978,121.0245226
118,Bungad,1,dmr psychological services,"unit 3b 3/f, west wing bldg, #107 west ave., bungad, quezon city, ncr, 1105","unit 3b 3/f, west wing bldg, #107 west Avenue, bungad, quezon city, ncr, 1105, Philippines",Long-term care and rehabilitation services,#N/A,Psychological clinic,"QC Future Ready dashboard, Long-term care and rehabilitation services",8:00AM,5:00PM,14.65065522,121.0287362
119,Bungad,1,Bungad II,Sanches.St.corner Supnet St.,"Sanches.Streetcorner Supnet Street, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",#N/A,#N/A,14.65113021,121.0245932
120,Bungad,1,"st. vincent school of quezon city, inc.","99, west ave., bungad, quezon city, ncr, 1105","99, west Avenue, bungad, quezon city, ncr, 1105, Philippines",Schools,Private,Private school,"QC Future Ready dashboard, Schools",8:00AM,5:00PM,14.64949998,121.02858
121,Bungad,1,tiny thinkers learning center inc.,"113, west avenue , bungad, quezon city, ncr, 1105","113, west avenue , bungad, quezon city, ncr, 1105, Philippines",Childcare,Private,Child learning center,"QC Future Ready dashboard, Childcare",8:00AM,5:00PM,14.65154198,121.0289256
122,Bungad,1,cms-asia sports therapy clinic,"#93, mpire center, west ave., bungad, quezon city, ncr, 1104","#93, mpire center, west Avenue, bungad, quezon city, ncr, 1104, Philippines",Long-term care and rehabilitation services,#N/A,Therapeutic clinic,"QC Future Ready dashboard, Long-term care and rehabilitation services",8:00AM,5:00PM,14.65140831,121.0291156
123,Bungad,1,dmr psychological services inc.,"unit 3a 3rd floor, the west wing building, 107 west avenue, n/a, bungad, quezon city, ncr, 1105","unit 3a 3rd floor, the west wing building, 107 west avenue, n/a, bungad, quezon city, ncr, 1105, Philippines",Long-term care and rehabilitation services,#N/A,Psychological clinic,"QC Future Ready dashboard, Long-term care and rehabilitation services",8:00AM,5:00PM,14.65065522,121.0287362
124,Camp Aguinaldo,3,Camp Aguinaldo,"General Lim St., Brgy. Camp Aguinaldo","General Lim Street, Barangay Camp Aguinaldo, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",#N/A,#N/A,#N/A,#N/A
125,Capri,5,Capri,"Narra St. Area 5, Brgy. Capri, Novaliches","Narra Street Area 5, Barangay Capri, Novaliches, Quezon City, Philippines",Health centers,#N/A,Health centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Health",#N/A,#N/A,14.71659291,121.0291654
126,Capri,5,Champaca,"Barangay Hall Building, Sampaguita St., Area 5","Barangay Hall Building, Sampaguita Street, Area 5, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",#N/A,#N/A,#N/A,#N/A
127,Capri,5,Narra,"Barangay Hall Building, Sampaguita St., Area 5","Barangay Hall Building, Sampaguita Street, Area 5, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",#N/A,#N/A,#N/A,#N/A
128,Central,4,psych profile center for psychological assessment services,"unit 401a, balgan place 3, 140 kalayaan avenue, central, quezon city, ncr, 1100","unit 401a, balgan place 3, 140 kalayaan avenue, central, quezon city, ncr, 1100, Philippines",Long-term care and rehabilitation services,#N/A,Psychological clinic,"QC Future Ready dashboard, Long-term care and rehabilitation services",8:00AM,5:00PM,14.64428875,121.0538586
129,Central,4,Kalayaan,#81 Kalayaan Ave. Brgy. Central,"#81 Kalayaan Avenue Barangay Central, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",#N/A,#N/A,14.64428875,121.0538586
130,Central,4,healot biomekaniks inc.,"first floor, pitahc, matapang, east avenue medical center compound, central, quezon city, ncr, 1100","first floor, pitahc, matapang, east avenue medical center compound, central, quezon city, ncr, 1100, Philippines",Long-term care and rehabilitation services,#N/A,Physical therapy clinic,"QC Future Ready dashboard, Long-term care and rehabilitation services",8:00AM,5:00PM,14.64286712,121.0473656
131,Central,4,neung thai foot and body massage,"18, matalino, central, quezon city, ncr, 1100","18, matalino, central, quezon city, ncr, 1100, Philippines",Long-term care and rehabilitation services,#N/A,Therapeutic clinic,"QC Future Ready dashboard, Long-term care and rehabilitation services",12:00PM,10:00PM,#N/A,#N/A
132,Central,4,Quezon City Yakap,"QC Hall Compound, Brgy. Central (Back of QC Public Library)","QC Hall Compound, Barangay Central (Back of QC Public Library), Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",#N/A,#N/A,#N/A,#N/A
133,Central,4,psych profile center for psychological assessment services,"unit 401a, balgan place 3, 140 kalayaan avenue, central, quezon city, ncr, 1100","unit 401a, balgan place 3, 140 kalayaan avenue, central, quezon city, ncr, 1100, Philippines",Long-term care and rehabilitation services,#N/A,Psychological clinic,"QC Future Ready dashboard, Long-term care and rehabilitation services",8:00AM,5:00PM,14.64428875,121.0538586
134,Central,4,Forestry,BFD Compound Brgy. Central,"BFD Compound Barangay Central, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",#N/A,#N/A,14.6426348,121.0511412
135,Central,4,Botanical,128 Orchid St. Brgy. Central,"128 Orchid Street Barangay Central, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",#N/A,#N/A,14.6426348,121.0511412
136,Central,4,Lung Center of the Philippines,"Quezon Avenue, Barangay Central, Diliman","Lung Center of the Philippines Quezon Avenue, Barangay Central, Diliman, Quezon City, Philippines",Health centers,#N/A,National government-owned hospitals,"Data_QC Caring Cities Tracker, QC Administrative Data - Health",#N/A,#N/A,14.6477279,121.0452136
