,barangay,name_original,address,district,major_division,sub_division,category,data_source,address_clean,latitude,longitude,open_hours,close_hours
98,Payatas B,Empire,"Empire St., Brgy. Payatas",2,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","Empire Street, Barangay Payatas, Quezon City, Philippines",14.7186371,121.1075963,#N/A,#N/A
99,Payatas B,Bahay Pangarap,"48 Bulacan St., near brgy. hall, Brgy. Payatas",2,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","48 Bulacan Street, near Barangay hall, Barangay Payatas, Quezon City, Philippines",14.71499982,121.1025251,#N/A,#N/A
100,Payatas B,Golden Shower,"Golden Shower St., Brgy. Payatas",2,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","Golden Shower Street, Barangay Payatas, Quezon City, Philippines",14.72484261,121.1145896,#N/A,#N/A
101,Payatas B,Narraville,"Lower Narra St., Brgy. Payatas",2,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","Lower Narra Street, Barangay Payatas, Quezon City, Philippines",14.71230301,121.0931408,#N/A,#N/A
102,Payatas B,Molave,"Molave St., near Tahanan, Brgy. Payatas",2,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","Molave Street, near Tahanan, Barangay Payatas, Quezon City, Philippines",14.71231702,121.0962245,#N/A,#N/A
103,Payatas B,Mutya,"Mutya St., Brgy. Payatas",2,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","Mutya Street, Barangay Payatas, Quezon City, Philippines",14.7186371,121.1075963,#N/A,#N/A
104,Payatas B,Lupang Pangako,"Phase 2, Park 13, Lupang Pangako, Brgy. Payatas",2,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","Phase 2, Park 13, Lupang Pangako, Barangay Payatas, Quezon City, Philippines",14.72110157,121.109981,#N/A,#N/A
105,Payatas B,Phase IV-A,"Ground floor, Livelihood Center, Davao St., Phase IV, Brgy. Payatas",2,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","Ground floor, Livelihood Center, Davao Street, Phase IV, Barangay Payatas, Quezon City, Philippines",14.7186371,121.1075963,#N/A,#N/A
106,Payatas B,Phase IV-B,"2nd floor, Livelihood Center, Davao St., Phase IV, Brgy. Payatas",2,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","2nd floor, Livelihood Center, Davao Street, Phase IV, Barangay Payatas, Quezon City, Philippines",14.7186371,121.1075963,#N/A,#N/A
107,Silangan,Silangan,"193 Ermin Garcia St., Cubao, Brgy. Silangan",3,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","193 Ermin Garcia Street, Cubao, Barangay Silangan, Quezon City, Philippines",14.6289644,121.0562046,#N/A,#N/A
108,Socorro,Socorro,"#1 15th ave. cor. Boni Serrano Rd., Brgy. Socorro",3,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","#1 15th Avenue corner Boni Serrano Road, Barangay Socorro, Quezon City, Philippines",14.61270892,121.062744,#N/A,#N/A
109,E. Rodriguez Sr.,E. Rodriguez Sr.,"181 Ermin Garcia St., Cubao, Brgy. E. Rodriguez Sr.",3,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","181 Ermin Garcia Street, Cubao, Barangay E. Rodriguez Sr., Quezon City, Philippines",14.6286386,121.0552252,#N/A,#N/A
110,West Kamias,West Kamias,"2nd Flr. Barangay Hall, 2 K 10th St., , Brgy. West Kamias",3,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","2nd Floor Barangay Hall, 2 K 10th Street, Barangay West Kamias, Quezon City, Philippines",14.6288775,121.0483045,#N/A,#N/A
111,East Kamias,East Kamias,"65 K 10th St., Brgy. East Kamias",3,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","65 K 10th Street, Barangay East Kamias, Quezon City, Philippines",14.63200746,121.0579587,#N/A,#N/A
112,Quirino 2A,Quirino 2A,"Anonas St., Brgy. Quirino 2A",3,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","Anonas Street, Barangay Quirino 2A, Quezon City, Philippines",14.63172776,121.0606959,#N/A,#N/A
113,Quirino 2B,Quirino 2B,"157B Pajo St., cor. Langka, Proj. 2, Brgy. Quirino 2B",3,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","157B Pajo Street, corner Langka, Proj. 2, Barangay Quirino 2B, Quezon City, Philippines",14.63277021,121.063569,#N/A,#N/A
114,Quirino 2C,Quirino 2C,"179 Bignay St., Project 2, Brgy. Quirino 2C",3,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","179 Bignay Street, Project 2, Barangay Quirino 2C, Quezon City, Philippines",14.63608722,121.0631364,#N/A,#N/A
115,Quirino 3B/ Claro,Claro,"20 Almon St., Brgy. Claro",3,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","20 Almon Street, Barangay Claro, Quezon City, Philippines",14.63259525,121.0652036,#N/A,#N/A
116,Duyan-duyan,Duyan-duyan,"Kamagong St., cor. Kalanatas St., Brgy. Duyan-duyan",3,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","Kamagong Street, corner Kalanatas Street, Barangay Duyan-duyan, Quezon City, Philippines",14.63025966,121.0666991,#N/A,#N/A
117,Amihan,Amihan,"Bgy. Hall, Palosapis St., Brgy. Amihan Quezon City",3,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","Barangay Hall, Palosapis Street, Barangay Amihan Quezon City, Philippines",14.63309806,121.0668921,#N/A,#N/A
118,Old Balara,Area I Luzon,"Mafran Area I, Brgy. Matandang Balara",3,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","Mafran Area I, Barangay Matandang Balara, Quezon City, Philippines",14.6646093,121.0848694,#N/A,#N/A
119,Old Balara,Area VA,"Area 5 Luzon near INC Church, Brgy. Matandang Balara",3,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","Area 5 Luzon near INC Church, Barangay Matandang Balara, Quezon City, Philippines",#N/A,#N/A,#N/A,#N/A
120,Old Balara,Area VB,"2nd floor, Old Balara, Area 5 Luzon, Brgy. Matandang Balara",3,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","2nd floor, Old Balara, Area 5 Luzon, Barangay Matandang Balara, Quezon City, Philippines",14.66699402,121.070374,#N/A,#N/A
121,Old Balara,Feria I,"Ground Flr., Feria CDC, Dao St., Feria Road, Brgy. Matandang Balara",3,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","Ground Floor, Feria CDC, Dao Street, Feria Road, Barangay Matandang Balara, Quezon City, Philippines",14.67157251,121.0801894,#N/A,#N/A
122,Old Balara,Feria II,"2nd Flr., Feria CDC, Dao St., Feria Rd., Brgy. Matandang Balara",3,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","2nd Floor, Feria CDC, Dao Street, Feria Road, Barangay Matandang Balara, Quezon City, Philippines",14.67157251,121.0801894,#N/A,#N/A
123,Old Balara,Visayan Hills,"Visayan Hills, Brgy. Matandang Balara",3,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","Visayan Hills, Barangay Matandang Balara, Quezon City, Philippines",14.6646093,121.0848694,#N/A,#N/A
124,Old Balara,Calderon,"251 Calderon St., Brgy. Matandang Balara",3,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","251 Calderon Street, Barangay Matandang Balara, Quezon City, Philippines",14.66853097,121.076747,#N/A,#N/A
125,Old Balara,Dupax I,"Road 44 Dupax St., Bgy. Satellite, Brgy. Matandang Balara",3,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","Road 44 Dupax Street, Barangay Satellite, Barangay Matandang Balara, Quezon City, Philippines",14.67571148,121.0828202,#N/A,#N/A
126,Old Balara,Laura I,"Purok 3 Area 5 Ground Floor, Brgy. Matandang Balara",3,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","Purok 3 Area 5 Ground Floor, Barangay Matandang Balara, Quezon City, Philippines",#N/A,#N/A,#N/A,#N/A
127,Old Balara,Laura II,"Purok 3 Area 5 2nd Floor, Brgy. Matandang Balara",3,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","Purok 3 Area 5 2nd Floor, Barangay Matandang Balara, Quezon City, Philippines",#N/A,#N/A,#N/A,#N/A
128,Old Balara,Bahay Bulilit,"Bgy.Hall Compound, Villa Beatriz, Brgy. Matandang Balara",3,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","BarangayHall Compound, Villa Beatriz, Barangay Matandang Balara, Quezon City, Philippines",14.67396623,121.0757394,#N/A,#N/A
129,Old Balara,Sapang Kangkong,"168 Kilusan St., Brgy. Matandang Balara",3,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","168 Kilusan Street, Barangay Matandang Balara, Quezon City, Philippines",14.6646093,121.0848694,#N/A,#N/A
130,Old Balara,Villa Beatriz,"Villa Beatriz Extension, Brgy. Matandang Balara",3,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","Villa Beatriz Extension, Barangay Matandang Balara, Quezon City, Philippines",14.67396623,121.0757394,#N/A,#N/A
131,Old Balara,Samadores,"Area 2, Luzon, Brgy. Matandang Balara",3,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","Area 2, Luzon, Barangay Matandang Balara, Quezon City, Philippines",14.66699301,121.070284,#N/A,#N/A
132,Pansol,Pansol Proper,"SK Building Plaza St., Barangay Hall, Brgy. Pansol",3,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","SK Building Plaza Street, Barangay Hall, Barangay Pansol, Quezon City, Philippines",14.65134602,121.076455,#N/A,#N/A
133,Pansol,Kaingin I,"Block 1 Kaingin 1, Brgy. Pansol",3,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","Block 1 Kaingin 1, Barangay Pansol, Quezon City, Philippines",13.96148172,121.3197001,#N/A,#N/A
134,Pansol,Kaingin II,"Bungad Kaingin II, near Bgy. Hall Extension, Brgy. Pansol",3,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","Bungad Kaingin II, near Barangay Hall Extension, Barangay Pansol, Quezon City, Philippines",14.6522903,121.0810053,#N/A,#N/A
135,Loyola Heights,Loyola Heights,"Loyola Heights Brgy. Hall Compound, E. Abada St., Katipunan, Brgy. Loyola Heights",3,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","Loyola Heights Barangay Hall Compound, E. Abada Street, Katipunan, Barangay Loyola Heights, Quezon City, Philippines",14.6410206,121.0734249,#N/A,#N/A
136,Loyola Heights,Daan Tubo,"Area II, across Dela Estrada Church, Brgy. Loyola Heights",3,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","Area II, across Dela Estrada Church, Barangay Loyola Heights, Quezon City, Philippines",14.6411122,121.0743978,#N/A,#N/A
137,San Roque,San Roque,"85 19th ave., Brgy. San Roque",3,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","85 19th Avenue, Barangay San Roque, Quezon City, Philippines",14.61864699,121.063347,#N/A,#N/A
138,Villa Maria Clara,Villa Maria Clara,"Barangay Hall, Rajah Matanda, Brgy. Villa Maria Clara",3,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","Barangay Hall, Rajah Matanda, Barangay Villa Maria Clara, Quezon City, Philippines",14.61711725,121.0718761,#N/A,#N/A
139,Bayanihan,Bayanihan,"321 Pedro Martinez St. Project 4, Brgy. Bayanihan",3,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","321 Pedro Martinez Street Project 4, Barangay Bayanihan, Quezon City, Philippines",14.6148139,121.0693191,#N/A,#N/A
140,Masagana,Masagana,"7 Conchu St., Project 4, Brgy. Masagana",3,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","7 Conchu Street, Project 4, Barangay Masagana, Quezon City, Philippines",14.61804448,121.0665464,#N/A,#N/A
141,Mangga,Mangga,"950 Int. Aurora Blvd., Cubao, Brgy. Mangga",3,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","950 Int. Aurora Boulevard, Cubao, Barangay Mangga, Quezon City, Philippines",14.62690693,121.0614717,#N/A,#N/A
142,Camp Aguinaldo,Camp Aguinaldo,"General Lim St., Brgy. Camp Aguinaldo",3,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","General Lim Street, Barangay Camp Aguinaldo, Quezon City, Philippines",14.62194282,121.0537081,#N/A,#N/A
143,Libis,Libis,"Brgy. Hall, E. Rodriguez Jr. Avenue, Brgy. Libis",3,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","Barangay Hall, E. Rodriguez Jr. Avenue, Barangay Libis, Quezon City, Philippines",14.60597907,121.0789441,#N/A,#N/A
144,Milagrosa,Milagrosa,"5K Oval Belarmino St., Brgy. Milagrosa",3,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","5K Oval Belarmino Street, Barangay Milagrosa, Quezon City, Philippines",14.62093484,121.0689756,#N/A,#N/A
145,Bagumbayan,Bagumbayan,"75 San Roque St., Brgy. Bagumbayan",3,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","75 San Roque Street, Barangay Bagumbayan, Quezon City, Philippines",14.60863519,121.0823074,#N/A,#N/A
146,Escopa 2,Escopa 2,"Mapagmahal St., Barangay Hall, Brgy. Escopa 2",3,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","Mapagmahal Street, Barangay Hall, Barangay Escopa 2, Quezon City, Philippines",14.62582771,121.0730328,#N/A,#N/A
147,Escopa 3,Escopa 3A,"P. Burgos PUD Site Bliss, Brgy. Hall Compound, Project 4, Brgy. Escopa 3",3,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","P. Burgos PUD Site Bliss, Barangay Hall Compound, Project 4, Barangay Escopa 3, Quezon City, Philippines",14.67587252,121.0206153,#N/A,#N/A
148,Escopa 4,Escopa 3B,"P. Burgos PUD Site Bliss, Brgy. Hall Compound, Project 4, Brgy. Escopa 3",3,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","P. Burgos PUD Site Bliss, Barangay Hall Compound, Project 4, Barangay Escopa 3, Quezon City, Philippines",14.67587252,121.0206153,#N/A,#N/A
149,Escopa 4,Escopa 4,"Senior Citizen Bldg. Escopa 4 Ibaba, Brgy. Escopa 4",3,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","Senior Citizen Building Escopa 4 Ibaba, Barangay Escopa 4, Quezon City, Philippines",14.6259164,121.0731417,#N/A,#N/A
150,Dioquino Zobel,Dioquino Zobel,"18 Lizardo St. 20th Ave., Brgy. Dioquino Zobel",3,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","18 Lizardo Street 20th Avenue, Barangay Dioquino Zobel, Quezon City, Philippines",14.61939441,121.0643398,#N/A,#N/A
151,Bagumbuhay,Bagumbuhay,"Plaza Malvar, Malvar St., Brgy. Bagumbuhay",3,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","Plaza Malvar, Malvar Street, Barangay Bagumbuhay, Quezon City, Philippines",14.6250583,121.0651218,#N/A,#N/A
152,Marilag,Marilag I,"Plaza Camerino, Camerino St., Brgy. Marilag",3,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","Plaza Camerino, Camerino Street, Barangay Marilag, Quezon City, Philippines",14.62508812,121.0687314,#N/A,#N/A
153,Marilag,Marilag II,"Plaza Camerino, Camerino St., Brgy. Marilag",3,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","Plaza Camerino, Camerino Street, Barangay Marilag, Quezon City, Philippines",14.62508812,121.0687314,#N/A,#N/A
154,Tagumpay,Tagumpay,"2B P. Tuazon Blvd., Brgy. Tagumpay",3,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","2B P. Tuazon Boulevard, Barangay Tagumpay, Quezon City, Philippines",14.6215976,121.0640723,#N/A,#N/A
155,Obrero,Obrero,"Brgy. Obrero Bgy Hall, Parkway St. cor. Tomas Morato Ave.",4,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","Barangay Obrero Bgy Hall, Parkway Street corner Tomas Morato Avenue, Quezon City, Philippines",14.62634518,121.0334249,#N/A,#N/A
