name_original,address,address_clean,barangay,district,major_division,sub_division,category,source_reference,open_hours,close_hours,longitude,latitude,frequency_mon_fri,frequency_saturday,frequency_sunday,bus_route,data_source
Sacred Heart Academy of Nova.,"1155 Quirino H-way, Kaligayahan,Nova., QC","1155 Quirino H-way, Kaligayahan,Nova., Quezon City, Philippines",Kaligayahan,5.0,Schools,Private,Senior high school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",,,121.0490078,14.7324336,,,,,Administrative data
"Saint Joseph School of Fairview, Inc.","B64L43 Atherton St., Phase 8, North Fairview, Quezon City","B64L43 Atherton Street, Phase 8, North Fairview, Quezon City, Philippines",Fairview,5.0,Schools,Private,Preschool,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",,,,,,,,,Administrative data
"Saint Joseph School of Fairview, Inc.","B64L43 Atherton St., Phase 8, North Fairview, Quezon City","B64L43 Atherton Street, Phase 8, North Fairview, Quezon City, Philippines",Fairview,5.0,Schools,Private,Elementary school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",,,,,,,,,Administrative data
"Saint Joseph School of Fairview, Inc.","B64L43 Atherton St., Phase 8, North Fairview, Quezon City","B64L43 Atherton Street, Phase 8, North Fairview, Quezon City, Philippines",Fairview,5.0,Schools,Private,Junior high school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",,,,,,,,,Administrative data
"Saint Joseph School of Fairview, Inc.","B64L43 Atherton St., Phase 8, North Fairview, Quezon City","B64L43 Atherton Street, Phase 8, North Fairview, Quezon City, Philippines",Fairview,5.0,Schools,Private,Senior high school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",,,,,,,,,Administrative data
Saint Nicholas of Bari School,"Franco Comp. Holy Cross Rd. San Bartolome, Nova, QC","Franco Comp. Holy Cross Road San Bartolome, Nova, Quezon City, Philippines",San Bartolome,5.0,Schools,Private,Junior high school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",,,121.0262056,14.7039788,,,,,Administrative data
Saint Nicholas of Bari School,"Franco Comp. Holy Cross Rd. San Bartolome, Nova, QC","Franco Comp. Holy Cross Road San Bartolome, Nova, Quezon City, Philippines",San Bartolome,5.0,Schools,Private,Preschool,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",,,121.0262056,14.7039788,,,,,Administrative data
Saint Nicholas of Bari School,"Franco Comp. Holy Cross Rd. San Bartolome, Nova, QC","Franco Comp. Holy Cross Road San Bartolome, Nova, Quezon City, Philippines",San Bartolome,5.0,Schools,Private,Elementary school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",,,121.0262056,14.7039788,,,,,Administrative data
"Saint Paul Educational Center- Bago Bantay, Inc.","No. 20 Road 4, Project 6, QC","20 Road 4, Project 6, Quezon City, Philippines",Project 6,1.0,Schools,Private,Preschool,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",,,121.037538,14.6625415,,,,,Administrative data
"Saint Paul Educational Center- Bago Bantay, Inc.","No. 20 Road 4, Project 6, QC","20 Road 4, Project 6, Quezon City, Philippines",Project 6,1.0,Schools,Private,Elementary school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",,,121.037538,14.6625415,,,,,Administrative data
"Saint Paul Educational Center- Bago Bantay, Inc.","No. 8 Road 1, Project 6, QC","8 Road 1, Project 6, Quezon City, Philippines",Project 6,1.0,Schools,Private,Elementary school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",,,121.0373373,14.6607531,,,,,Administrative data
"Saint Paul Educational Center- Bago Bantay, Inc.","No. 8 Road 1, Project 6, QC","8 Road 1, Project 6, Quezon City, Philippines",Project 6,1.0,Schools,Private,Preschool,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",,,121.0373373,14.6607531,,,,,Administrative data
"Saint Paul Educational Center Bago Bantay, Inc.","38 Palawan St., Bago Pag-asa (Main), Quezon City","38 Palawan Street, Bago Pag-asa (Main), Quezon City, Philippines",Bagong Pag-asa,1.0,Schools,Private,Elementary school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",,,121.0315778,14.66186,,,,,Administrative data
"Saint Paul Educational Center Bago Bantay, Inc.","38 Palawan St., Bago Pag-asa (Main), Quezon City","38 Palawan Street, Bago Pag-asa (Main), Quezon City, Philippines",Bagong Pag-asa,1.0,Schools,Private,Preschool,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",,,121.0315778,14.66186,,,,,Administrative data
Saint Pedro Poveda College,"Edsa cor. P. Poveda St., Brgy Ugong Norte, QC","Edsa corner P. Poveda Street, Barangay Ugong Norte, Quezon City, Philippines",Ugong Norte,3.0,Schools,Private,Senior high school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",,,,,,,,,Administrative data
Saint Pedro Poveda College,"Edsa cor. P. Poveda St., Brgy Ugong Norte, QC","Edsa corner P. Poveda Street, Barangay Ugong Norte, Quezon City, Philippines",Ugong Norte,3.0,Schools,Private,Elementary school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",,,,,,,,,Administrative data
Saint Pedro Poveda College,"Edsa cor. P. Poveda St., Brgy Ugong Norte, QC","Edsa corner P. Poveda Street, Barangay Ugong Norte, Quezon City, Philippines",Ugong Norte,3.0,Schools,Private,Preschool,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",,,,,,,,,Administrative data
Saint Pedro Poveda College,"Edsa cor. P. Poveda St., Brgy Ugong Norte, QC","Edsa corner P. Poveda Street, Barangay Ugong Norte, Quezon City, Philippines",Ugong Norte,3.0,Schools,Private,Junior high school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",,,,,,,,,Administrative data
Saint Theresa's College of Quezon City,"116 D. Tuazon Ave., Brgy. Lourdes, Quezon City","116 D. Tuazon Avenue, Barangay Lourdes, Quezon City, Philippines",Lourdes,1.0,Schools,Private,Preschool,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",,,121.0016124,14.6280326,,,,,Administrative data
Saint Theresa's College of Quezon City,"116 D. Tuazon Ave., Brgy. Lourdes, Quezon City","116 D. Tuazon Avenue, Barangay Lourdes, Quezon City, Philippines",Lourdes,1.0,Schools,Private,Senior high school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",,,121.0016124,14.6280326,,,,,Administrative data
Saint Theresa's College of Quezon City,"116 D. Tuazon Ave., Brgy. Lourdes, Quezon City","116 D. Tuazon Avenue, Barangay Lourdes, Quezon City, Philippines",Lourdes,1.0,Schools,Private,Elementary school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",,,121.0016124,14.6280326,,,,,Administrative data
Saint Theresa's College of Quezon City,"116 D. Tuazon Ave., Brgy. Lourdes, Quezon City","116 D. Tuazon Avenue, Barangay Lourdes, Quezon City, Philippines",Lourdes,1.0,Schools,Private,Junior high school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",,,121.0016124,14.6280326,,,,,Administrative data
Samson College of Science and Technology,"587 EDSA, Cubao, Q.C","587 EDSA, Cubao, Quezon City, Philippines",,4.0,Schools,Private,Senior high school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",,,121.0515932,14.6168391,,,,,Administrative data
San Agustin ES,,,San Agustin,5.0,Schools,Public,Elementary school,"Data_QC Caring Cities Tracker, QC Administrative Data - Public schools",,,121.0362201,14.7281161,,,,,Administrative data
San Antonio De Padua Catholic School of Batasan Inc,"Lots 1C and 1D Blk. 11, San Mateo Batasan Hills, QC","Lots 1C and 1D Blk. 11, San Mateo Batasan Hills, Quezon City, Philippines",Batasan Hills,2.0,Schools,Private,Elementary school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",,,121.0975456,14.6898645,,,,,Administrative data
San Antonio De Padua Catholic School of Batasan Inc,"Lots 1C and 1D Blk. 11, San Mateo Batasan Hills, QC","Lots 1C and 1D Blk. 11, San Mateo Batasan Hills, Quezon City, Philippines",Batasan Hills,2.0,Schools,Private,Preschool,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",,,121.0975456,14.6898645,,,,,Administrative data
San Antonio De Padua Catholic School of Batasan Inc,"Lots 1C and 1D Blk. 11, San Mateo Batasan Hills, QC","Lots 1C and 1D Blk. 11, San Mateo Batasan Hills, Quezon City, Philippines",Batasan Hills,2.0,Schools,Private,Junior high school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",,,121.0975456,14.6898645,,,,,Administrative data
San Antonio De Padua Catholic School of Batasan Inc,"Lots 1C and 1D Blk. 11, San Mateo Batasan Hills, QC","Lots 1C and 1D Blk. 11, San Mateo Batasan Hills, Quezon City, Philippines",Batasan Hills,2.0,Schools,Private,Senior high school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",,,121.0975456,14.6898645,,,,,Administrative data
San Antonio ES,,,San Antonio,1.0,Schools,Public,Elementary school,"Data_QC Caring Cities Tracker, QC Administrative Data - Public schools",,,121.0178381,14.6562168,,,,,Administrative data
San Bartolome ES,,,San Bartolome,5.0,Schools,Public,Elementary school,"Data_QC Caring Cities Tracker, QC Administrative Data - Public schools",,,121.0369158,14.7013722,,,,,Administrative data
San Bartolome HS,,,San Bartolome,5.0,Schools,Public,High school,"Data_QC Caring Cities Tracker, QC Administrative Data - Public schools",,,121.03089,14.699848,,,,,Administrative data
San Diego Elementary School,,,Batasan Hills,2.0,Schools,Public,Elementary school,"Data_QC Caring Cities Tracker, QC Administrative Data - Public schools",,,121.094549,14.6865761,,,,,Administrative data
San Francisco ES,,,Del Monte,1.0,Schools,Public,Elementary school,"Data_QC Caring Cities Tracker, QC Administrative Data - Public schools",,,121.014247,14.6408145,,,,,Administrative data
San Francisco High School,,,Sto. Cristo,1.0,Schools,Public,High school,"Data_QC Caring Cities Tracker, QC Administrative Data - Public schools",,,121.0279554,14.657318,,,,,Administrative data
San Gabriel ES,,,Sta. Lucia,5.0,Schools,Public,Elementary school,"Data_QC Caring Cities Tracker, QC Administrative Data - Public schools",,,121.0523893,14.7075211,,,,,Administrative data
"San Isidro Labrador Catholic Sch of QC, Inc.","Philand Drive., Brgy Pasong Tamo, T-Sora, QC","Philand Drive., Barangay Pasong Tamo, T-Sora, Quezon City, Philippines",Pasong Tamo,6.0,Schools,Private,Senior high school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",,,121.0482474,14.6747888,,,,,Administrative data
"San Isidro Labrador Catholic Sch of QC, Inc.","Philand Drive., Brgy Pasong Tamo, T-Sora, QC","Philand Drive., Barangay Pasong Tamo, T-Sora, Quezon City, Philippines",Pasong Tamo,6.0,Schools,Private,Preschool,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",,,121.0482474,14.6747888,,,,,Administrative data
"San Isidro Labrador Catholic Sch of QC, Inc.","Philand Drive., Brgy Pasong Tamo, T-Sora, QC","Philand Drive., Barangay Pasong Tamo, T-Sora, Quezon City, Philippines",Pasong Tamo,6.0,Schools,Private,Elementary school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",,,121.0482474,14.6747888,,,,,Administrative data
"San Isidro Labrador Catholic Sch of QC, Inc.","Philand Drive., Brgy Pasong Tamo, T-Sora, QC","Philand Drive., Barangay Pasong Tamo, T-Sora, Quezon City, Philippines",Pasong Tamo,6.0,Schools,Private,Junior high school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",,,121.0482474,14.6747888,,,,,Administrative data
San Jose Elementary School,,,San Jose,1.0,Schools,Public,Elementary school,"Data_QC Caring Cities Tracker, QC Administrative Data - Public schools",,,120.9934053,14.6401296,,,,,Administrative data
San Jose ES-Pag-Ibig sa Nayon Annex,,,Pag-ibig sa Nayon,1.0,Schools,Public,Elementary school,"Data_QC Caring Cities Tracker, QC Administrative Data - Public schools",,,120.9965547,14.6465081,,,,,Administrative data
San Jose HS,,,San Jose,1.0,Schools,Public,High school,"Data_QC Caring Cities Tracker, QC Administrative Data - Public schools",,,120.9941788,14.6399176,,,,,Administrative data
San Jose Tagapagtanggol Parochial School,"Sto. Domingo St., Doña Juana Homes, Holy Spirit, QC","Sto. Domingo Street, Doña Juana Homes, Holy Spirit, Quezon City, Philippines",Sto. Domingo (Matalahib),1.0,Schools,Private,Senior high school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",,,,,,,,,Administrative data
San Jose Tagapagtanggol Parochial School,"Sto. Domingo St., Doña Juana Homes, Holy Spirit, QC","Sto. Domingo Street, Doña Juana Homes, Holy Spirit, Quezon City, Philippines",Sto. Domingo (Matalahib),1.0,Schools,Private,Elementary school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",,,,,,,,,Administrative data
San Jose Tagapagtanggol Parochial School,"Sto. Domingo St., Doña Juana Homes, Holy Spirit, QC","Sto. Domingo Street, Doña Juana Homes, Holy Spirit, Quezon City, Philippines",Sto. Domingo (Matalahib),1.0,Schools,Private,Preschool,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",,,,,,,,,Administrative data
San Jose Tagapagtanggol Parochial School,"Sto. Domingo St., Doña Juana Homes, Holy Spirit, QC","Sto. Domingo Street, Doña Juana Homes, Holy Spirit, Quezon City, Philippines",Sto. Domingo (Matalahib),1.0,Schools,Private,Junior high school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",,,,,,,,,Administrative data
San Vicente Elementary School,,,San Vicente,4.0,Schools,Public,Elementary school,"Data_QC Caring Cities Tracker, QC Administrative Data - Public schools",,,121.0569915,14.6533603,,,,,Administrative data
"Santa Rafaela Maria School Q.C., Inc. (Frmrly Sacred Heart Kindergarten Sch.)","53 Salvador St., Brgy. Loyola Hts., QC","53 Salvador Street, Barangay Loyola Hts., Quezon City, Philippines",Loyola Heights,3.0,Schools,Private,Preschool,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",,,,,,,,,Administrative data
"Santa Rafaela Maria School Q.C., Inc. (Frmrly Sacred Heart Kindergarten Sch.)","53 Salvador St., Brgy. Loyola Hts., QC","53 Salvador Street, Barangay Loyola Hts., Quezon City, Philippines",Loyola Heights,3.0,Schools,Private,Elementary school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",,,,,,,,,Administrative data
"Santa Rafaela Maria School Q.C., Inc. (Frmrly Sacred Heart Kindergarten Sch.)","53 Salvador St., Brgy. Loyola Hts., QC","53 Salvador Street, Barangay Loyola Hts., Quezon City, Philippines",Loyola Heights,3.0,Schools,Private,Junior high school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",,,,,,,,,Administrative data
Sauyo ES,,,Sauyo,6.0,Schools,Public,Elementary school,"Data_QC Caring Cities Tracker, QC Administrative Data - Public schools",,,121.0432748,14.6895958,,,,,Administrative data
Sauyo HS,,,Sauyo,6.0,Schools,Public,High school,"Data_QC Caring Cities Tracker, QC Administrative Data - Public schools",,,121.0481764,14.6911162,,,,,Administrative data
School of St. Anthony,"B89 L 43 C Lagro Subd., Nova., QC","B89 L 43 C Lagro Subdivision, Nova., Quezon City, Philippines",Novaliches Proper,5.0,Schools,Private,Preschool,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",,,121.0378102,14.720093,,,,,Administrative data
School of St. Anthony,"B89 L 43 C Lagro Subd., Nova., QC","B89 L 43 C Lagro Subdivision, Nova., Quezon City, Philippines",Novaliches Proper,5.0,Schools,Private,Elementary school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",,,121.0378102,14.720093,,,,,Administrative data
School of St. Anthony,"B89 L 43 C Lagro Subd., Nova., QC","B89 L 43 C Lagro Subdivision, Nova., Quezon City, Philippines",Novaliches Proper,5.0,Schools,Private,Junior high school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",,,121.0378102,14.720093,,,,,Administrative data
"school of st. anthony, inc.","blk 111 lot 10, 10, mindanao ave., neopolitan 1, greater lagro, quezon city, ncr, 1100","blk 111 lot 10, 10, mindanao Avenue, neopolitan 1, greater lagro, quezon city, ncr, 1100, Philippines",Greater Lagro,5.0,Schools,Private,Private school,"QC Future Ready dashboard, Schools",7:00 AM,5:00 PM,,,,,,,Administrative data
"School of the Corpus Christi (Quezon City), Inc.","L5B2, Atis Cor. Avocado Rds., Phase 1-A, Palmera, Sta. Monica, Nova","L5B2, Atis corner Avocado Rds., Phase 1-A, Palmera, Sta. Monica, Nova, Quezon City, Philippines",Sta. Monica,5.0,Schools,Private,Preschool,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",,,,,,,,,Administrative data
"School of the Corpus Christi (Quezon City), Inc.","L5B2, Atis Cor. Avocado Rds., Phase 1-A, Palmera, Sta. Monica, Nova","L5B2, Atis corner Avocado Rds., Phase 1-A, Palmera, Sta. Monica, Nova, Quezon City, Philippines",Sta. Monica,5.0,Schools,Private,Senior high school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",,,,,,,,,Administrative data
"School of the Corpus Christi (Quezon City), Inc.","L5B2, Atis Cor. Avocado Rds., Phase 1-A, Palmera, Sta. Monica, Nova","L5B2, Atis corner Avocado Rds., Phase 1-A, Palmera, Sta. Monica, Nova, Quezon City, Philippines",Sta. Monica,5.0,Schools,Private,Junior high school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",,,,,,,,,Administrative data
"School of the Corpus Christi (Quezon City), Inc.","L5B2, Atis Cor. Avocado Rds., Phase 1-A, Palmera, Sta. Monica, Nova","L5B2, Atis corner Avocado Rds., Phase 1-A, Palmera, Sta. Monica, Nova, Quezon City, Philippines",Sta. Monica,5.0,Schools,Private,Elementary school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",,,,,,,,,Administrative data
School of the Holy Spirit of Quezon City,"F. Sotto, Capitol Hills, Holy Spirit, QC","F. Sotto, Capitol Hills, Holy Spirit, Quezon City, Philippines",Holy Spirit,2.0,Schools,Private,Preschool,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",,,121.0726215,14.6905706,,,,,Administrative data
School of the Holy Spirit of Quezon City,"F. Sotto, Capitol Hills, Holy Spirit, QC","F. Sotto, Capitol Hills, Holy Spirit, Quezon City, Philippines",Holy Spirit,2.0,Schools,Private,Elementary school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",,,121.0726215,14.6905706,,,,,Administrative data
School of the Holy Spirit of Quezon City,"F. Sotto, Capitol Hills, Holy Spirit, QC","F. Sotto, Capitol Hills, Holy Spirit, Quezon City, Philippines",Holy Spirit,2.0,Schools,Private,Junior high school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",,,121.0726215,14.6905706,,,,,Administrative data
School of the Holy Spirit of Quezon City,"F. Sotto, Capitol Hills, Holy Spirit, QC","F. Sotto, Capitol Hills, Holy Spirit, Quezon City, Philippines",Holy Spirit,2.0,Schools,Private,Senior high school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",,,121.0726215,14.6905706,,,,,Administrative data
